channel,well,adapter,collinear_confidence,conductance,conductance_filtered_data,event,experiment_tag,flow_cell_id,group_1_adjusted_offset_0mv_pa,group_1_adjusted_offset_0mv_std,group_1_offset_voltage_mv,group_order,include_well,initial_0mv_current_pa,initial_0mv_current_std,initial_current_0_pa,initial_current_1_pa,initial_current_2_pa,initial_voltage_0_mv,initial_voltage_1_mv,initial_voltage_2_mv,intercept,intercept_adjusted_0mv_current_pa,intercept_adjusted_0mv_current_std,multiple,mux_scan_assessment,mux_uncertain,pore,pore_1,pore_median,pore_sd,previous_offset,scan_number,scan_offset_voltage_mv,scan_running_voltage_mv,seconds_since_start_of_run,strand,strand2,strand_median,strand_range,total_good_samples,total_time_active,transition,unavailable,unclassed,unknown_negative,unknown_positive,zero
68,1,7304,-1.89,1.059,True,9236,jardin_botanique,ANQ493,0.2,1.273,0,1,1,0.171,1.266,5.612,16.292,26.783,-5,-15,-25,-4.669,0.213,1.282,0,single_pore,0,4234,0,236.97,3.53,5,3,0,-185,11227,13940,0,85.62,35.4,34714,11079.469,0,8966,0,0,0,0
69,1,5860,-1.72,1.058,True,9620,jardin_botanique,ANQ493,0.121,1.197,0,1,1,0.08,1.219,5.572,16.236,26.728,-5,-15,-25,-4.706,0.039,1.188,0,single_pore,0,2213,0,236.15,2.51,5,3,0,-185,11227,13813,0,83.74,34.8,31506,11111.984,0,15951,0,0,0,0
70,1,3471,-2.45,1.055,True,6554,jardin_botanique,ANQ493,-0.616,1.189,0,1,1,-0.636,1.209,4.713,15.383,25.808,-5,-15,-25,-5.494,-0.618,1.209,0,single_pore,0,1557,0,235.26,3.31,5,3,0,-185,11227,5369,8066,86.04,42.4,16951,11078.953,0,19688,0,0,0,0
71,1,0,-0.6,0.009,False,0,jardin_botanique,ANQ493,-0.845,0.968,0,0,0,-0.837,0.945,-0.886,-0.943,-1.06,-5,-15,-25,86.47,-0.832,0.975,0,zero,0,0,0,,,5,3,0,-185,11227,0,0,,,0,237.999,0,0,0,0,0,44352
72,1,0,-0.01,0.008,False,0,jardin_botanique,ANQ493,-1.127,0.827,0,0,0,-1.115,0.826,-1.172,-1.255,-1.339,-5,-15,-25,130.338,-1.137,0.825,0,zero,0,0,0,,,5,3,0,-185,11227,0,0,,,0,237.999,0,0,0,0,0,44352
73,1,4149,-6.74,0.069,False,3873,jardin_botanique,ANQ493,2.362,1.549,0,1,1,2.401,1.467,4.517,5.546,5.901,-5,-15,-25,51.264,3.395,1.229,0,single_pore,0,12606,0,204.7,2.71,5,3,0,-185,11227,2699,6369,82.9,31.5,23327,5673.968,119,10020,0,0,0,0
74,1,5287,-3.39,1.056,True,5649,jardin_botanique,ANQ493,-3.012,1.197,0,1,1,-2.987,1.219,2.471,13.205,23.6,-5,-15,-25,-7.609,-3.0,1.184,0,single_pore,0,12913,0,234.7,2.49,5,3,0,-185,11227,7213,0,81.43,38.6,31062,11077.765,0,12114,0,0,0,0
75,1,7739,-2.47,1.04,True,9009,jardin_botanique,ANQ493,-4.818,1.241,0,1,1,-4.851,1.257,0.554,11.079,21.357,-5,-15,-25,-9.428,-4.811,1.25,0,single_pore,0,22296,0,226.61,2.28,5,3,0,-185,11227,0,0,,,39044,11077.765,0,4829,0,0,0,0
76,1,0,-6.13,0.95,True,0,jardin_botanique,ANQ493,4.261,1.224,0,0,0,4.167,1.234,9.385,19.195,28.392,-5,-15,-25,-0.024,4.311,1.256,0,unavailable,0,0,0,,,5,3,0,-185,11227,0,0,,,0,4019.281,0,30566,0,0,0,0
77,1,0,,,,0,jardin_botanique,ANQ493,,,0,0,0,,,,,,-5,-15,-25,,,,0,saturated,0,0,0,,,5,3,0,-185,11227,0,0,,,0,4003.405,0,0,0,0,0,0
78,1,0,-1.1,2.151,False,0,jardin_botanique,ANQ493,16.261,1.291,0,0,0,16.36,1.292,27.098,48.659,70.11,-5,-15,-25,2.609,16.396,1.332,3369,multiple,0,411,0,182.34,4.29,5,3,0,-185,11227,0,0,,,0,1071.374,299,31117,0,0,10004,0
79,1,0,-4.22,1.129,True,549,jardin_botanique,ANQ493,-8.056,1.232,0,1,1,-8.052,1.22,-2.245,9.255,20.333,-5,-15,-25,-11.927,-8.1,1.252,0,single_pore,0,39876,0,237.37,1.99,5,3,0,-185,11227,0,0,,,40425,11077.765,0,145,0,0,0,0
80,1,5825,-3.82,1.022,True,7529,jardin_botanique,ANQ493,3.467,1.184,0,1,1,3.445,1.178,8.739,19.147,29.173,-5,-15,-25,-1.386,3.507,1.205,0,single_pore,0,303,0,196.52,2.94,5,3,0,-185,11227,299,0,61.37,24.8,13956,11111.984,71,12888,0,0,0,0
81,1,3072,-1.54,1.063,True,3515,jardin_botanique,ANQ493,7.318,1.246,0,1,1,7.375,1.272,12.749,23.457,34.011,-5,-15,-25,2.016,7.328,1.249,0,single_pore,0,1031,0,255.6,2.71,5,3,0,-185,11227,5196,0,94.72,34.6,12814,1918.171,20,21262,0,0,1133,0
82,1,0,-0.06,0.008,False,0,jardin_botanique,ANQ493,-0.661,0.833,0,0,0,-0.674,0.84,-0.722,-0.801,-0.886,-5,-15,-25,77.883,-0.663,0.837,0,zero,0,0,0,,,5,3,0,-185,11227,0,0,,,0,237.999,0,0,0,0,0,44352
83,1,0,-28.73,0.133,False,0,jardin_botanique,ANQ493,0.607,1.223,0,0,0,0.137,1.274,1.484,4.248,4.139,-5,-15,-25,-2.172,-0.246,1.288,0,zero,0,0,0,,,5,3,0,-185,11227,0,0,,,0,11094.015,0,0,0,0,0,41023
84,1,0,-1.55,0.051,False,0,jardin_botanique,ANQ493,-1.145,1.043,0,0,0,-1.139,1.024,-1.001,-0.416,0.014,-5,-15,-25,-29.144,-1.176,1.034,0,unavailable,0,0,0,,,5,3,0,-185,11227,0,0,,,0,7997.39,0,25718,0,0,0,0
85,1,0,-0.35,0.011,False,0,jardin_botanique,ANQ493,-0.776,0.877,0,0,0,-0.762,0.878,-0.835,-0.931,-1.062,-5,-15,-25,62.401,-0.764,0.874,0,zero,0,0,0,,,5,3,0,-185,11227,0,0,,,0,237.999,0,0,0,0,0,44352
86,1,2110,-2.49,1.031,True,5753,jardin_botanique,ANQ493,-0.194,1.263,0,1,1,-0.112,1.258,5.165,15.602,25.79,-5,-15,-25,-4.952,-0.176,1.285,0,single_pore,0,2947,0,230.05,3.43,5,3,0,-185,11227,0,6422,,,10810,11094.015,0,18281,0,0,0,0
87,1,0,-1.04,0.006,False,0,jardin_botanique,ANQ493,-1.616,1.211,0,0,0,-1.598,1.19,-1.648,-1.656,-1.768,-5,-15,-25,205.355,-1.597,1.207,0,zero,0,0,0,,,5,3,0,-185,11227,0,0,,,0,10883.781,0,0,0,0,0,40768
88,1,9795,-3.38,1.035,True,5548,jardin_botanique,ANQ493,-0.006,1.251,0,1,1,0.058,1.254,5.445,15.968,26.153,-5,-15,-25,-4.688,0.071,1.254,0,single_pore,0,654,0,233.65,2.37,5,3,0,-185,11227,0,1431,,,15997,11094.015,0,18572,0,0,0,0
89,1,0,0.15,0.015,False,0,jardin_botanique,ANQ493,-18.31,0.912,0,0,0,-18.35,0.936,-18.333,-18.49,-18.632,-5,-15,-25,1215.418,-18.398,0.919,0,zero,0,0,0,,,5,3,0,-185,11227,0,0,,,0,237.999,0,0,0,0,0,44352
90,1,0,0.28,0.007,False,0,jardin_botanique,ANQ493,-1.098,1.01,0,0,0,-1.102,1.022,-1.122,-1.21,-1.27,-5,-15,-25,140.339,-1.106,1.02,0,zero,0,0,0,,,5,3,0,-185,11227,0,0,,,0,237.999,0,0,0,0,0,44352
91,1,0,,,,0,jardin_botanique,ANQ493,,,0,0,0,,,,,,-5,-15,-25,,,,0,saturated,0,0,0,,,5,3,0,-185,11227,0,0,,,0,237.999,0,0,0,0,0,0
92,1,9370,0.42,1.096,True,11683,jardin_botanique,ANQ493,-0.091,1.238,0,1,1,-0.066,1.252,5.495,16.431,27.409,-5,-15,-25,-4.991,-0.067,1.258,0,single_pore,0,2485,0,247.83,2.72,5,3,0,-185,11227,7577,4002,91.74,35.6,31115,11078.453,127,7206,0,0,772,0
93,1,5091,-1.5,1.079,True,9825,jardin_botanique,ANQ493,-0.682,1.259,0,1,1,-0.736,1.257,4.503,15.369,26.085,-5,-15,-25,-5.804,-0.733,1.274,0,single_pore,0,5568,0,241.5,2.78,5,3,0,-185,11227,7631,0,86.26,36.8,28115,11111.984,11,19111,0,0,0,0
94,1,0,0.33,0.01,False,0,jardin_botanique,ANQ493,-1.298,0.85,0,0,0,-1.204,0.88,-1.274,-1.39,-1.473,-5,-15,-25,117.334,-1.271,0.853,0,zero,0,0,0,,,5,3,0,-185,11227,0,0,,,0,237.999,0,0,0,0,0,44352
95,1,3604,-1.19,1.052,True,744,jardin_botanique,ANQ493,7.989,1.224,0,0,0,7.945,1.219,13.302,23.877,34.333,-5,-15,-25,2.669,7.986,1.234,0,unavailable,0,221,0,251.94,2.58,5,3,0,-185,11227,0,0,,,4569,5673.968,0,38707,0,0,97,0
96,1,8377,-3.49,1.067,True,9188,jardin_botanique,ANQ493,-0.521,1.161,0,1,1,-0.548,1.199,4.897,15.745,26.244,-5,-15,-25,-5.359,-0.538,1.163,0,single_pore,0,5323,0,235.19,2.27,5,3,0,-185,11227,1714,0,83.76,34.6,24602,11095.734,228,18325,0,0,0,0
97,1,0,,,,0,jardin_botanique,ANQ493,,,0,0,0,,,,,,-5,-15,-25,,,,0,saturated,0,0,0,,,5,3,0,-185,11227,0,0,,,0,237.999,0,0,0,0,0,0
98,1,0,2.25,1.043,True,556,jardin_botanique,ANQ493,3.708,1.247,0,0,0,3.826,1.272,9.18,19.498,30.041,-5,-15,-25,-1.236,3.738,1.249,0,unavailable,0,67,0,237.09,3.06,5,3,0,-185,11227,2582,0,85.71,34.0,3205,5673.968,0,31271,0,0,0,0
99,1,7709,-1.74,1.041,True,9307,jardin_botanique,ANQ493,-0.374,1.216,0,1,1,-0.355,1.15,4.981,15.476,25.797,-5,-15,-25,-5.187,-0.346,1.191,0,single_pore,0,2987,0,229.32,3.71,5,3,0,-185,11227,5618,0,84.03,43.4,25621,11094.703,0,21056,0,0,0,0
100,1,0,,,,0,jardin_botanique,ANQ493,,,0,0,0,,,,,,-5,-15,-25,,,,0,saturated,0,0,0,,,5,3,0,-185,11227,0,0,,,0,237.999,0,0,0,0,0,0
101,1,0,-0.68,0.011,False,0,jardin_botanique,ANQ493,-0.854,1.204,0,0,0,-0.862,1.189,-0.9,-0.973,-1.114,-5,-15,-25,70.023,-0.854,1.209,0,zero,0,0,0,,,5,3,0,-185,11227,0,0,,,0,237.999,0,0,0,0,0,40320
102,1,0,,,,0,jardin_botanique,ANQ493,,,0,0,0,,,,,,-5,-15,-25,,,,0,saturated,0,0,0,,,5,3,0,-185,11227,0,0,,,0,237.999,0,0,0,0,0,0
103,1,5610,-3.25,1.083,True,5231,jardin_botanique,ANQ493,4.816,1.37,0,1,1,4.729,1.378,10.357,21.349,32.016,-5,-15,-25,-0.388,4.852,1.405,0,single_pore,0,746,0,249.49,3.99,5,3,0,-185,11227,4004,0,89.96,41.3,15591,5658.046,0,26935,0,0,664,0
104,1,0,,,,0,jardin_botanique,ANQ493,,,0,0,0,,,,,,-5,-15,-25,,,,0,saturated,0,0,0,,,5,3,0,-185,11227,0,0,,,0,237.999,0,0,0,0,0,0
105,1,0,0.3,0.03,False,0,jardin_botanique,ANQ493,-1.536,1.205,0,0,0,-1.547,1.227,-1.396,-1.108,-0.79,-5,-15,-25,-56.208,-1.579,1.248,0,zero,0,0,0,,,5,3,0,-185,11227,0,0,,,0,3429.249,0,0,0,0,0,40449
106,1,8420,-4.2,1.094,True,2662,jardin_botanique,ANQ493,-0.83,1.211,0,1,1,-0.84,1.245,4.671,15.822,26.553,-5,-15,-25,-5.669,-0.727,1.236,0,single_pore,0,1097,0,249.85,2.82,5,3,0,-185,11227,17803,0,93.29,35.0,29982,11094.015,42,10668,0,0,510,2391
107,1,4309,-1.11,1.065,True,5955,jardin_botanique,ANQ493,-0.945,1.153,0,1,1,-0.946,1.179,4.503,15.213,25.812,-5,-15,-25,-5.756,-1.007,1.164,0,single_pore,0,2332,0,235.94,3.16,5,3,0,-185,11227,1797,2050,82.66,33.3,14393,11078.453,0,26499,0,0,178,0
108,1,4529,-2.11,1.064,True,13130,jardin_botanique,ANQ493,0.368,1.237,0,1,1,0.345,1.207,5.709,16.459,26.998,-5,-15,-25,-4.604,0.321,1.196,0,single_pore,0,4348,0,237.99,2.75,5,3,0,-185,11227,8230,0,88.15,36.9,30237,11111.984,23,9005,0,0,0,0
109,1,0,143.89,0.874,False,0,jardin_botanique,ANQ493,-2.728,1.17,0,1,1,-2.607,1.162,-1.976,-0.434,15.497,-5,-15,-25,-15.927,-5.161,1.174,0,single_pore,0,10696,0,234.73,2.02,5,3,0,-185,11227,0,0,,,10696,11077.969,0,30172,0,0,0,0
110,1,0,,,,0,jardin_botanique,ANQ493,,,0,0,0,,,,,,-5,-15,-25,,,,0,saturated,0,0,0,,,5,3,0,-185,11227,0,0,,,0,237.999,0,0,0,0,0,0
111,1,6215,-4.67,1.034,True,12175,jardin_botanique,ANQ493,-4.005,1.138,0,1,1,-3.988,1.153,1.32,11.891,21.995,-5,-15,-25,-8.65,-3.963,1.143,0,single_pore,0,6030,0,223.38,2.48,5,3,0,-185,11227,6969,0,78.02,35.3,31389,11079.469,0,11071,0,0,0,0
112,1,0,8.27,1.007,True,1074,jardin_botanique,ANQ493,6.158,1.625,0,0,0,8.658,1.532,13.224,22.879,33.361,-5,-15,-25,2.984,7.134,2.055,0,unavailable,0,298,0,245.97,4.69,5,3,0,-185,11227,0,0,,,1372,237.999,250,32178,0,0,800,0
113,1,5822,-1.88,1.063,True,7376,jardin_botanique,ANQ493,-1.614,1.2,0,1,1,-1.621,1.191,3.866,14.587,25.12,-5,-15,-25,-6.333,-1.609,1.201,0,single_pore,0,1675,0,232.92,2.67,5,3,0,-185,11227,0,0,,,14873,11077.765,21,19941,0,0,0,0
114,1,0,0.08,0.006,False,0,jardin_botanique,ANQ493,-2.792,0.878,0,0,0,-3.331,0.884,-3.131,-3.078,-3.017,-5,-15,-25,-558.648,-3.077,0.872,0,zero,0,0,0,,,5,3,0,-185,11227,0,0,,,0,237.999,0,0,0,0,0,44352
115,1,0,,,,0,jardin_botanique,ANQ493,,,0,0,0,,,,,,-5,-15,-25,,,,0,saturated,0,0,0,,,5,3,0,-185,11227,0,0,,,0,340.359,0,0,0,0,0,0
116,1,7169,-2.98,1.096,True,11644,jardin_botanique,ANQ493,-0.34,1.365,0,1,1,-0.367,1.401,5.359,16.469,27.281,-5,-15,-25,-5.066,-0.373,1.435,0,single_pore,0,3199,0,244.95,2.91,5,3,0,-185,11227,2604,0,90.05,36.0,24616,11094.015,0,17448,0,0,150,0
117,1,5270,-2.89,1.079,True,14639,jardin_botanique,ANQ493,-1.74,1.301,0,1,1,-1.71,1.312,3.754,14.692,25.341,-5,-15,-25,-6.478,-1.718,1.338,0,single_pore,0,6430,0,240.77,2.87,5,3,0,-185,11227,5474,0,89.23,38.0,31813,11079.469,29,12428,0,0,109,0
118,1,1143,-4.67,1.11,True,0,jardin_botanique,ANQ493,-5.09,1.318,0,1,1,-5.102,1.314,0.662,11.993,22.857,-5,-15,-25,-9.335,-5.031,1.341,0,single_pore,0,29981,0,236.22,2.82,5,3,0,-185,11227,0,0,,,31124,11094.015,0,10436,0,0,19,0
119,1,0,0.35,0.01,False,0,jardin_botanique,ANQ493,-2.097,0.87,0,0,0,-2.126,0.857,-2.18,-2.297,-2.379,-5,-15,-25,207.338,-2.229,0.886,0,zero,0,0,0,,,5,3,0,-185,11227,0,0,,,0,237.999,0,0,0,0,0,44352
120,1,8947,-3.71,1.047,True,8956,jardin_botanique,ANQ493,-0.902,1.218,0,1,1,-0.904,1.224,4.481,15.139,25.426,-5,-15,-25,-5.664,-0.872,1.233,0,single_pore,0,5544,0,231.59,3.35,5,3,0,-185,11227,2195,0,77.72,36.3,25642,11095.203,47,17217,0,0,0,1868
121,1,0,0.39,0.011,False,0,jardin_botanique,ANQ493,-1.962,0.859,0,0,0,-1.977,0.858,-2.024,-2.149,-2.235,-5,-15,-25,180.185,-2.03,0.853,0,zero,0,0,0,,,5,3,0,-185,11227,0,0,,,0,237.999,0,0,0,0,0,44352
122,1,9944,-2.19,1.031,True,14403,jardin_botanique,ANQ493,-0.857,1.23,0,1,1,-0.83,1.239,4.439,14.856,25.054,-5,-15,-25,-5.659,-0.87,1.245,0,single_pore,0,4562,0,232.38,2.75,5,3,0,-185,11227,0,0,,,28909,11077.765,44,13235,0,0,0,0
123,1,0,-0.9,0.006,False,0,jardin_botanique,ANQ493,-1.714,1.165,0,0,0,-1.736,1.169,-1.73,-1.628,-1.616,-5,-15,-25,-260.841,-1.74,1.196,0,zero,0,0,0,,,5,3,0,-185,11227,0,0,,,0,2665.656,0,0,0,0,0,40320
124,1,0,-0.18,0.009,False,0,jardin_botanique,ANQ493,-0.83,1.225,0,0,0,-0.838,1.219,-0.886,-0.967,-1.066,-5,-15,-25,87.752,-0.866,1.239,0,zero,0,0,0,,,5,3,0,-185,11227,0,0,,,0,9005.718,0,0,0,0,0,40768
125,1,0,,,,0,jardin_botanique,ANQ493,,,0,0,0,,,,,,-5,-15,-25,,,,0,saturated,0,0,0,,,5,3,0,-185,11227,0,0,,,0,237.999,0,0,0,0,0,0
126,1,0,4.94,0.044,False,0,jardin_botanique,ANQ493,-0.847,1.286,0,0,0,-0.266,1.287,0.363,0.558,1.247,-5,-15,-25,-5.192,-0.407,1.294,0,unavailable,0,0,0,,,5,3,0,-185,11227,0,0,,,0,11013.906,0,26414,0,0,0,4318
1,1,9461,0.55,1.127,True,6946,jardin_botanique,ANQ493,-0.574,1.412,-5,1,1,-6.313,1.394,5.249,16.491,27.788,-10,-20,-30,-5.35,-0.617,1.393,0,single_pore,0,3106,0,250.41,2.65,0,4,-5,-190,16836,5982,10954,89.62,36.9,25495,16637.264,42,6337,0,0,643,0
2,1,0,13.85,0.226,False,0,jardin_botanique,ANQ493,2.321,1.752,-5,0,0,0.306,1.424,2.948,4.515,7.467,-10,-20,-30,1.357,2.025,1.63,0,unavailable,0,0,0,,,0,4,-5,-190,16836,0,0,,,0,5784.748,0,26557,0,0,0,0
3,1,0,4.73,0.348,False,0,jardin_botanique,ANQ493,3.99,1.66,-5,0,0,1.978,1.372,5.31,8.558,12.279,-10,-20,-30,4.974,3.278,1.567,0,unavailable,0,0,0,,,0,4,-5,-190,16836,0,4012,,,0,5800.998,17,21694,0,0,0,0
4,1,0,,,,0,jardin_botanique,ANQ493,,,-5,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,4,-5,-190,16836,0,0,,,0,365.029,0,0,0,0,0,0
5,1,8764,-3.18,1.154,True,8479,jardin_botanique,ANQ493,-1.993,1.232,-5,1,1,-7.873,1.249,4.005,15.705,27.087,-10,-20,-30,-6.485,-1.887,1.229,0,single_pore,0,6985,0,248.09,2.82,0,4,-5,-190,16836,3086,8013,87.69,35.1,27314,16654.796,155,11560,0,0,34,0
6,1,0,-16.73,1.169,True,245,jardin_botanique,ANQ493,10.951,1.211,-5,0,0,4.575,1.177,14.558,27.089,37.947,-10,-20,-30,2.648,11.005,1.203,0,unavailable,0,156,0,272.17,4.79,0,4,-5,-190,16836,0,0,,,401,5800.998,0,37752,0,0,195,0
7,1,16737,-1.74,1.101,True,11405,jardin_botanique,ANQ493,-0.047,1.203,-5,1,1,-5.739,1.201,5.646,16.743,27.666,-10,-20,-30,-4.846,-0.04,1.184,0,single_pore,0,2327,0,245.19,2.6,0,4,-5,-190,16836,2161,0,89.23,34.5,32630,16653.608,0,10365,0,0,0,0
8,1,0,,,,0,jardin_botanique,ANQ493,,,-5,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,4,-5,-190,16836,0,0,,,0,365.029,0,0,0,0,0,0
9,1,0,,,,0,jardin_botanique,ANQ493,,,-5,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,4,-5,-190,16836,0,0,,,0,365.029,0,0,0,0,0,0
10,1,4854,-0.4,1.1,True,5235,jardin_botanique,ANQ493,1.576,1.146,-5,1,1,-4.039,1.155,7.222,18.247,29.232,-10,-20,-30,-3.431,1.649,1.159,0,single_pore,0,11538,0,245.6,2.6,0,4,-5,-190,16836,2384,2288,88.06,36.0,24011,16637.358,17,16541,0,0,424,0
11,1,0,,,,0,jardin_botanique,ANQ493,,,-5,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,4,-5,-190,16836,0,0,,,0,365.029,0,0,0,0,0,0
12,1,0,-0.1,0.011,False,0,jardin_botanique,ANQ493,-1.079,1.234,-5,0,0,-1.119,1.217,-1.027,-0.911,-0.805,-10,-20,-30,-102.317,-1.328,1.228,0,unavailable,0,0,0,,,0,4,-5,-190,16836,0,0,,,0,11239.014,0,26317,0,0,0,0
13,1,0,-1.19,0.048,False,0,jardin_botanique,ANQ493,-1.339,1.314,-5,0,0,-1.547,1.314,-1.139,-0.604,-0.188,-10,-20,-30,-33.466,-1.36,1.29,0,unavailable,0,0,0,,,0,4,-5,-190,16836,0,0,,,0,10704.576,0,26569,0,0,0,0
14,1,1058,-3.54,1.135,True,7637,jardin_botanique,ANQ493,12.101,1.364,-5,1,1,6.257,1.339,18.054,29.581,40.754,-10,-20,-30,5.956,12.122,1.34,0,single_pore,0,1560,0,271.92,3.25,0,4,-5,-190,16836,4007,2460,99.6,29.5,14262,5800.998,76,24181,0,0,3553,0
15,1,0,-9.52,0.876,True,0,jardin_botanique,ANQ493,7.437,1.251,-5,1,1,2.77,1.244,12.552,21.793,30.082,-10,-20,-30,4.478,7.681,1.218,0,single_pore,0,37787,0,200.83,3.55,0,4,-5,-190,16836,0,0,,,37787,5800.998,67,4043,0,0,0,0
16,1,0,,,,0,jardin_botanique,ANQ493,,,-5,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,4,-5,-190,16836,0,0,,,0,365.029,0,0,0,0,0,0
17,1,0,,,,0,jardin_botanique,ANQ493,,,-5,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,4,-5,-190,16836,0,0,,,0,7814.467,0,0,0,0,0,0
18,1,0,-1.03,2.108,False,0,jardin_botanique,ANQ493,26.449,1.229,-5,0,0,15.775,1.195,37.272,58.407,79.439,-10,-20,-30,7.686,26.564,1.258,765,multiple,0,36,0,173.35,3.65,0,4,-5,-190,16836,0,0,,,0,365.029,164,15684,0,0,28378,0
19,1,0,,,,0,jardin_botanique,ANQ493,,,-5,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,4,-5,-190,16836,0,0,,,0,365.029,0,0,0,0,0,0
20,1,12339,0.03,1.081,True,4585,jardin_botanique,ANQ493,6.082,1.163,-5,1,1,0.539,1.128,11.717,22.526,33.338,-10,-20,-30,0.838,5.682,1.203,0,single_pore,0,1580,0,251.75,2.45,0,4,-5,-190,16836,8168,0,89.19,38.9,26672,11217.639,147,15360,0,0,1908,0
21,1,0,0.0,0.078,False,0,jardin_botanique,ANQ493,0.089,1.126,-5,0,0,-0.236,1.148,0.496,1.278,2.06,-10,-20,-30,-3.657,0.107,1.14,0,unavailable,0,0,0,,,0,4,-5,-190,16836,0,0,,,0,16205.483,0,26498,0,0,0,0
22,1,0,1.58,0.155,False,0,jardin_botanique,ANQ493,-1.125,1.155,-5,0,0,-2.015,1.154,-0.181,1.288,2.915,-10,-20,-30,-11.347,-1.15,1.141,0,unavailable,0,0,0,,,0,4,-5,-190,16836,0,0,,,0,11222.764,0,26246,0,0,0,0
23,1,4667,-6.02,1.129,True,2760,jardin_botanique,ANQ493,-1.5,1.189,-5,0,0,-2.928,1.199,2.916,14.508,25.498,-10,-20,-30,-7.332,-2.615,1.182,0,unavailable,0,1385,0,242.01,2.24,0,4,-5,-190,16836,0,8128,,,8812,16637.264,0,24544,0,0,27,0
24,1,0,-0.02,0.002,False,0,jardin_botanique,ANQ493,-0.618,1.144,-5,0,0,-0.584,1.145,-0.614,-0.595,-0.578,-10,-20,-30,-350.586,-0.608,1.141,0,zero,0,0,0,,,0,4,-5,-190,16836,0,0,,,0,365.029,0,0,0,0,0,40320
25,1,0,,,,0,jardin_botanique,ANQ493,,,-5,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,4,-5,-190,16836,0,0,,,0,365.029,0,0,0,0,0,0
26,1,0,,,,0,jardin_botanique,ANQ493,,,-5,0,0,,,,,,-10,-20,-30,,,,0,saturated,0,0,0,,,0,4,-5,-190,16836,0,0,,,0,1314.998,0,0,0,0,0,0
27,1,6601,-7.23,1.12,True,13264,jardin_botanique,ANQ493,-1.718,1.21,-5,1,1,-7.504,1.21,4.165,15.725,26.562,-10,-20,-30,-6.178,-1.631,1.193,0,single_pore,0,4612,0,248.78,2.72,0,4,-5,-190,16836,4001,0,91.77,27.1,28478,16655.327,23,16069,0,0,829,0
28,1,2395,-0.79,1.14,True,5882,jardin_botanique,ANQ493,-3.095,1.189,-5,1,1,-8.882,1.19,2.771,14.214,25.578,-10,-20,-30,-7.559,-3.005,1.187,0,single_pore,0,4877,0,241.31,2.2,0,4,-5,-190,16836,0,3682,,,13154,16637.264,0,25557,0,0,115,0
29,1,0,-1.37,2.151,False,0,jardin_botanique,ANQ493,28.091,1.217,-5,0,0,17.361,1.182,39.113,60.687,82.124,-10,-20,-30,8.198,28.305,1.258,6132,multiple,0,432,0,241.13,4.31,0,4,-5,-190,16836,0,0,,,0,365.029,59,31258,0,0,9653,0
30,1,3400,-2.79,1.009,True,6343,jardin_botanique,ANQ493,7.19,1.145,-5,1,1,2.118,1.156,12.54,22.765,32.711,-10,-20,-30,2.478,7.294,1.132,0,single_pore,0,1417,0,225.96,4.06,0,4,-5,-190,16836,0,2222,,,11160,11239.014,152,25426,0,0,0,4264
31,1,3433,19.86,0.122,False,3352,jardin_botanique,ANQ493,-1.951,1.188,-5,1,1,-2.09,1.18,-1.854,-1.628,0.584,-10,-20,-30,-26.489,-3.588,1.264,0,single_pore,0,28545,0,235.65,2.41,0,4,-5,-190,16836,0,0,,,35330,16621.218,0,9790,0,0,0,0
32,1,0,-0.92,0.016,False,0,jardin_botanique,ANQ493,-0.902,1.099,-5,0,0,-0.984,1.135,-0.819,-0.612,-0.497,-10,-20,-30,-58.86,-0.894,1.095,0,zero,0,0,0,,,0,4,-5,-190,16836,0,0,,,0,5800.998,0,0,0,0,0,40768
33,1,0,0.04,0.017,False,0,jardin_botanique,ANQ493,-1.015,1.159,-5,0,0,-0.996,1.139,-0.965,-0.801,-0.633,-10,-20,-30,-68.17,-1.015,1.16,0,zero,0,0,0,,,0,4,-5,-190,16836,0,0,,,0,16655.233,0,0,0,0,0,40320
34,1,0,-1.75,3.213,False,0,jardin_botanique,ANQ493,32.436,2.205,-5,0,0,20.938,1.493,44.508,76.73,108.777,-10,-20,-30,3.86,32.264,2.118,4100,saturated,0,8121,0,204.22,4.67,0,4,-5,-190,16836,0,0,,,0,365.029,920,17141,0,0,13697,0
35,1,0,-0.21,0.01,False,0,jardin_botanique,ANQ493,-0.74,1.147,-5,0,0,-0.809,1.132,-0.713,-0.605,-0.518,-10,-20,-30,-82.528,-0.745,1.118,0,zero,0,0,0,,,0,4,-5,-190,16836,0,0,,,0,365.029,0,0,0,0,0,40768
36,1,0,-0.36,0.001,False,0,jardin_botanique,ANQ493,-0.549,1.126,-5,0,0,-0.532,1.107,-0.527,-0.514,-0.537,-10,-20,-30,177.744,-0.529,1.133,0,zero,0,0,0,,,0,4,-5,-190,16836,0,0,,,0,365.029,0,0,0,0,0,40320
