protocol_run_id,position_id,flow_cell_id,sample_id,experiment_id,flow_cell_product_code,kit
85a742ea-f6f5-4002-a142-ef2970af2f5c,MN41570,,jardin_botanique,Jardin_botanique_1st,FLO-FLG001,
