ref,experiment,Description,Notes
Prunelle project,Sequencing of Qiagen samples without purification,"DNA extracted with Qiagen DNeasy kit (high quality DNA), amplified by PCR to amplify matK, rbcL, trnH-psbA, ITS on 12 different plants, library prep & sequencing done with: rapid sequencing kit-barcoding (SQK-RBK004) & minIon flowcell",none
