ref,experiment,Description,Notes
Jardin Botanique Expe 1,Sequencing of MN samples with purification,"DNA extracted with MN patches (low quality DNA),purified, amplified by PCR to amplify matK, rbcL, trnH-psbA, ITS on 14 different plants, library prep & sequencing done with: rapid sequencing 96 barcoding (?) & minIon flowcell",
