channel,well,flow_cell_id,experiment_tag,seconds_since_start_of_run,initial_0mv_current_pa,initial_0mv_current_std,intercept_adjusted_0mv_current_pa,intercept_adjusted_0mv_current_std,group_1_adjusted_offset_0mv_mean,group_1_adjusted_offset_0mv_std,scan_running_voltage_mv,scan_offset_voltage_mv,reserve_pore_intercept_median_mv,group_1_offset_voltage_mv,mux_scan_assessment,total_time_active,total_good_samples,pore_median,pore_sd,strand_range,strand_median,include_well,group_order,conductance,intercept,collinear_confidence,conductance_filtered_data,initial_voltage_0_mv,initial_current_0_pa,initial_voltage_1_mv,initial_current_1_pa,initial_voltage_2_mv,initial_current_2_pa,multiple,pore_1,pore,event,adapter,strand,strand2,unavailable,zero,unknown_positive,unknown_negative,unclassed,transition,mux_uncertain,offset_0mv_mean,offset_0mv_std,intercept_adjusted_0mv_current_pa_0mv_mean,intercept_adjusted_0mv_current_pa_0mv_std,scan_number
1,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.968,0.58,-180,5,3.923,5,zero,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.002,-380.995,0.17,False,-10,-0.906,-20,-0.891,-30,-0.859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44352.0,0.0,0.0,0.0,0.0,0.0,-1.024,0.571,-1.004,0.566,1
1,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.714,0.689,-180,5,3.923,5,zero,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.002,295.433,-0.35,False,-10,-0.687,-20,-0.685,-30,-0.718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44352.0,0.0,0.0,0.0,0.0,0.0,-0.682,0.699,-0.708,0.693,1
1,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.798,0.543,-180,5,3.923,5,zero,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.001,949.693,-0.08,False,-10,-0.747,-20,-0.75,-30,-0.761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44352.0,0.0,0.0,0.0,0.0,0.0,-0.756,0.556,-0.794,0.541,1
1,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.88,0.534,-180,5,3.923,5,zero,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.001,-1140.918,-0.09,False,-10,-0.853,-20,-0.842,-30,-0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44352.0,0.0,0.0,0.0,0.0,0.0,-0.855,0.546,-0.859,0.542,1
2,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.769,0.517,-180,5,3.923,5,zero,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.004,-176.967,-0.39,False,-10,-0.701,-20,-0.643,-30,-0.624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44352.0,0.0,0.0,0.0,0.0,0.0,-0.757,0.509,-0.77,0.508,1
2,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.705,0.554,-180,5,3.923,5,zero,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-10300.0,-0.01,False,-10,-0.686,-20,-0.685,-30,-0.685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44352.0,0.0,0.0,0.0,0.0,0.0,-0.676,0.544,-0.7,0.53,1
2,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.563,0.573,-180,5,3.923,5,zero,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.021,-23.331,-0.41,False,-10,-0.293,-20,-0.058,-30,0.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44761.0,0.0,0.0,0.0,0.0,0.0,-0.458,0.586,-0.543,0.592,1
2,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.957,0.879,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.07,-10.502,-0.04,False,-10,-0.036,-20,0.67,-30,1.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32660.0,1891.0,0.0,0.0,0.0,0.0,0.0,-0.665,0.854,-0.951,0.863,1
3,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,0.376,0.873,-180,5,3.923,5,single_pore,0.0,20531.0,229.37,1.73,0.0,0.0,1,1.0,0.968,5.952,1.27,True,-10,15.456,-20,25.068,-30,34.807,0.0,0.0,5366.0,1577.0,13588.0,0.0,10472.0,13732.0,0.0,0.0,0.0,0.0,105.0,0.0,5.561,0.838,0.29,0.802,1
3,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-1.117,3.873,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.058,-2.405,0.0,False,-10,0.439,-20,1.017,-30,1.595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34097.0,4081.0,0.0,0.0,0.0,0.0,0.0,-0.066,0.908,-0.307,0.918,1
3,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.214,0.532,-180,5,3.923,5,zero,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.003,-65.537,-0.26,False,-10,-0.169,-20,-0.128,-30,-0.113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44352.0,0.0,0.0,0.0,0.0,0.0,-0.196,0.535,-0.22,0.529,1
3,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.366,0.778,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.056,-3.099,-0.03,False,-10,0.387,-20,0.95,-30,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32660.0,1891.0,0.0,0.0,0.0,0.0,0.0,-0.126,0.754,-0.356,0.76,1
4,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.616,0.715,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.047,-10.342,0.29,False,-10,-0.011,-20,0.442,-30,0.924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19829.0,8064.0,0.0,0.0,0.0,0.0,0.0,-0.451,0.714,-0.648,0.705,1
4,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-1.507,3.629,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.052,-10.323,-0.38,False,-10,-0.023,-20,0.519,-30,1.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34097.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.486,0.792,-0.735,0.782,1
4,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.65,0.483,-180,5,3.923,5,zero,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.002,-370.6,0.01,False,-10,-0.595,-20,-0.579,-30,-0.562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44800.0,0.0,0.0,0.0,0.0,0.0,-0.611,0.481,-0.648,0.492,1
4,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.83,0.549,-180,5,3.923,5,zero,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.022,-34.075,-0.07,False,-10,-0.52,-20,-0.301,-30,-0.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40320.0,0.0,0.0,0.0,0.0,0.0,-0.705,0.564,-0.833,0.558,1
5,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,,,-180,5,3.923,5,saturated,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.054,0.256,-0.21,False,-10,0.553,-20,1.106,-30,1.638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11489.0,4032.0,907.0,0.0,0.0,0.0,0.0,0.095,0.789,-0.147,0.782,1
5,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.781,2.862,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.039,-1.231,0.17,False,-10,0.341,-20,0.718,-30,1.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26970.0,8054.0,0.0,0.0,0.0,0.0,0.0,-0.015,0.836,-0.173,0.834,1
5,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.242,0.696,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.043,-3.311,-0.46,False,-10,0.284,-20,0.742,-30,1.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25816.0,8277.0,0.0,0.0,0.0,0.0,0.0,-0.051,0.679,-0.271,0.69,1
5,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.016,0.789,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.059,1.758,0.03,False,-10,0.696,-20,1.286,-30,1.879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32660.0,1891.0,0.0,0.0,0.0,0.0,0.0,0.17,0.76,-0.048,0.736,1
6,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.42,0.782,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.047,-6.206,-0.29,False,-10,0.172,-20,0.652,-30,1.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15389.0,12504.0,0.0,0.0,0.0,0.0,0.0,-0.221,0.77,-0.412,0.781,1
6,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,,,-180,5,3.923,5,saturated,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1
6,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.259,0.858,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.06,-1.183,-0.53,False,-10,0.524,-20,1.154,-30,1.731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31866.0,4032.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.873,-0.264,0.837,1
6,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.292,0.795,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.046,-3.655,-0.27,False,-10,0.286,-20,0.757,-30,1.201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30524.0,4032.0,0.0,0.0,0.0,0.0,0.0,-0.093,0.783,-0.277,0.778,1
7,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,,,-180,5,3.923,5,saturated,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1
7,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-1.099,4.121,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.063,-0.646,-0.97,False,-10,0.576,-20,1.255,-30,1.837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072,1.039,-0.245,0.998,1
7,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,,,-180,5,3.923,5,saturated,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1
7,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.456,0.546,-180,5,3.923,5,zero,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.002,-163.834,-0.06,False,-10,-0.372,-20,-0.345,-30,-0.324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44352.0,0.0,0.0,0.0,0.0,0.0,-0.413,0.547,-0.447,0.539,1
8,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.273,0.811,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.048,-3.882,-0.32,False,-10,0.288,-20,0.783,-30,1.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19829.0,8064.0,0.0,0.0,0.0,0.0,0.0,-0.097,0.803,-0.289,0.823,1
8,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.407,3.773,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.49,5.786,0.72,False,-10,7.744,-20,12.606,-30,17.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30475.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83,0.955,0.304,0.957,1
8,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.302,0.803,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.042,-3.837,-0.08,False,-10,0.26,-20,0.688,-30,1.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20145.0,11823.0,0.0,0.0,0.0,0.0,0.0,-0.124,0.809,-0.292,0.768,1
8,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.4,0.824,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.048,-5.304,-0.19,False,-10,0.224,-20,0.717,-30,1.191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30524.0,4032.0,0.0,0.0,0.0,0.0,0.0,-0.182,0.816,-0.37,0.806,1
9,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-1.238,0.603,-180,5,3.923,5,zero,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2308.846,-0.09,False,-10,-1.21,-20,-1.208,-30,-1.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44352.0,0.0,0.0,0.0,0.0,0.0,-1.381,0.596,-1.319,0.591,1
9,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.821,0.684,-180,5,3.923,5,zero,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.003,209.125,0.31,False,-10,-0.804,-20,-0.854,-30,-0.873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44352.0,0.0,0.0,0.0,0.0,0.0,-0.807,0.682,-0.807,0.698,1
9,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.747,0.553,-180,5,3.923,5,zero,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.003,214.241,0.2,False,-10,-0.717,-20,-0.758,-30,-0.779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44352.0,0.0,0.0,0.0,0.0,0.0,-0.72,0.578,-0.74,0.566,1
9,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-1.128,0.557,-180,5,3.923,5,zero,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.002,-656.547,-0.1,False,-10,-1.132,-20,-1.11,-30,-1.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44352.0,0.0,0.0,0.0,0.0,0.0,-1.105,0.563,-1.104,0.565,1
10,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.998,0.558,-180,5,3.923,5,zero,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.004,-258.966,-0.27,False,-10,-0.953,-20,-0.903,-30,-0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44352.0,0.0,0.0,0.0,0.0,0.0,-1.017,0.564,-1.0,0.553,1
10,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.897,0.611,-180,5,3.923,5,zero,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-108.245,0.53,False,-10,-0.842,-20,-0.866,-30,-0.837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44352.0,0.0,0.0,0.0,0.0,0.0,-0.853,0.596,-0.863,0.593,1
10,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.548,0.575,-180,5,3.923,5,zero,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.003,-179.595,0.17,False,-10,-0.494,-20,-0.474,-30,-0.437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44800.0,0.0,0.0,0.0,0.0,0.0,-0.507,0.577,-0.547,0.563,1
10,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-1.371,0.743,-180,5,3.923,5,zero,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.041,-31.154,0.04,False,-10,-0.873,-20,-0.462,-30,-0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40845.0,0.0,0.0,0.0,0.0,0.0,-1.162,0.716,-1.347,0.731,1
11,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.414,0.833,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.049,-5.584,-0.21,False,-10,0.211,-20,0.707,-30,1.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23630.0,4263.0,0.0,0.0,0.0,0.0,0.0,-0.233,0.816,-0.423,0.796,1
11,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.979,3.141,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.043,-3.205,-0.36,False,-10,0.29,-20,0.743,-30,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30065.0,4032.0,0.0,0.0,0.0,0.0,0.0,-0.108,0.882,-0.31,0.878,1
11,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.278,0.797,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.049,-3.306,-0.04,False,-10,0.33,-20,0.826,-30,1.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27827.0,8071.0,0.0,0.0,0.0,0.0,0.0,-0.089,0.771,-0.31,0.776,1
11,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,,,-180,5,3.923,5,saturated,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.054,-5.555,-0.23,False,-10,0.237,-20,0.79,-30,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9110.0,0.0,757.0,0.0,0.0,20.0,0.0,-0.23,0.786,-0.505,0.796,1
12,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,,,-180,5,3.923,5,saturated,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.043,-1.654,0.11,False,-10,0.357,-20,0.777,-30,1.208,794.0,0.0,0.0,0.0,0.0,0.0,0.0,11026.0,8064.0,0.0,0.0,0.0,0.0,0.0,0.003,0.756,-0.176,0.737,1
12,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-1.144,3.866,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.053,-3.717,0.01,False,-10,0.336,-20,0.87,-30,1.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34097.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13,0.89,-0.326,0.87,1
12,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.224,0.82,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.053,-1.477,-0.08,False,-10,0.447,-20,0.977,-30,1.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31866.0,4032.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.795,-0.235,0.804,1
12,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,,,-180,5,3.923,5,saturated,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1
13,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,,,-180,5,3.923,5,saturated,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1
13,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-1.537,4.596,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.067,-5.477,-0.63,False,-10,0.293,-20,0.994,-30,1.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32336.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.278,1.042,-0.566,1.027,1
13,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.783,0.769,-180,5,3.923,5,zero,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.038,-16.569,-0.33,False,-10,-0.258,-20,0.143,-30,0.511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12068.0,30052.0,0.0,0.0,0.0,0.0,0.0,-0.599,0.772,-0.779,0.77,1
13,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-1.15,0.681,-180,5,3.923,5,zero,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.024,-45.08,-0.22,False,-10,-0.846,-20,-0.595,-30,-0.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40320.0,0.0,0.0,0.0,0.0,0.0,-1.045,0.705,-1.13,0.702,1
14,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.768,0.907,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.06,-9.924,-0.41,False,-10,-0.002,-20,0.622,-30,1.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23861.0,4032.0,0.0,0.0,0.0,0.0,0.0,-0.488,0.894,-0.777,0.877,1
14,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-1.449,4.387,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.058,-6.684,-0.1,False,-10,0.19,-20,0.773,-30,1.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30065.0,4032.0,0.0,0.0,0.0,0.0,0.0,-0.293,0.968,-0.532,0.904,1
14,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.546,0.598,-180,5,3.923,5,zero,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005,-108.046,-0.22,False,-10,-0.501,-20,-0.44,-30,-0.401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44352.0,0.0,0.0,0.0,0.0,0.0,-0.513,0.588,-0.543,0.575,1
14,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.59,0.586,-180,5,3.923,5,zero,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.004,-145.391,-0.03,False,-10,-0.522,-20,-0.482,-30,-0.445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44352.0,0.0,0.0,0.0,0.0,0.0,-0.552,0.584,-0.605,0.59,1
15,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.213,0.908,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.053,-0.862,-0.38,False,-10,0.483,-20,1.037,-30,1.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23453.0,4440.0,0.0,0.0,0.0,0.0,0.0,0.023,0.902,-0.218,0.874,1
15,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.94,3.618,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,-0.364,-0.44,False,-10,0.478,-20,1.003,-30,1.484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042,0.965,-0.161,0.955,1
15,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.367,0.887,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.059,-2.804,0.03,False,-10,0.424,-20,1.011,-30,1.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30061.0,4032.0,0.0,0.0,0.0,0.0,0.0,-0.111,0.901,-0.372,0.875,1
15,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.133,0.887,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.055,0.67,0.25,False,-10,0.596,-20,1.138,-30,1.705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30524.0,4032.0,0.0,0.0,0.0,0.0,0.0,0.114,0.894,-0.134,0.878,1
16,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.411,0.897,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.062,-3.844,-0.41,False,-10,0.378,-20,1.023,-30,1.627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27893.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.151,0.883,-0.411,0.865,1
16,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.414,0.683,-180,5,3.923,5,zero,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.002,-139.822,0.03,False,-10,-0.292,-20,-0.271,-30,-0.247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44352.0,0.0,0.0,0.0,0.0,0.0,-0.332,0.622,-0.353,0.627,1
