channel,well,flow_cell_id,experiment_tag,seconds_since_start_of_run,initial_0mv_current_pa,initial_0mv_current_std,intercept_adjusted_0mv_current_pa,intercept_adjusted_0mv_current_std,group_1_adjusted_offset_0mv_mean,group_1_adjusted_offset_0mv_std,scan_running_voltage_mv,scan_offset_voltage_mv,reserve_pore_intercept_median_mv,group_1_offset_voltage_mv,mux_scan_assessment,total_time_active,total_good_samples,pore_median,pore_sd,strand_range,strand_median,include_well,group_order,conductance,intercept,collinear_confidence,conductance_filtered_data,initial_voltage_0_mv,initial_current_0_pa,initial_voltage_1_mv,initial_current_1_pa,initial_voltage_2_mv,initial_current_2_pa,multiple,pore_1,pore,event,adapter,strand,strand2,unavailable,zero,unknown_positive,unknown_negative,unclassed,transition,mux_uncertain,offset_0mv_mean,offset_0mv_std,intercept_adjusted_0mv_current_pa_0mv_mean,intercept_adjusted_0mv_current_pa_0mv_std,scan_number
387,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-2.352,3.272,-180,5,3.923,5,single_pore,0.0,27632.0,228.41,2.22,35.9,88.49,1,3.0,0.991,2.19,45.71,True,-10,13.23,-20,20.853,-30,33.047,0.0,0.0,7457.0,1215.0,10167.0,8793.0,0.0,17379.0,0.0,0.0,0.0,0.0,0.0,0.0,3.187,0.774,-2.106,0.772,1
387,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-2.914,0.728,-180,5,3.923,5,single_pore,0.0,26452.0,176.35,2.58,0.0,0.0,1,4.0,0.924,2.05,-4.18,True,-10,11.072,-20,20.524,-30,29.558,0.0,0.0,8329.0,4300.0,13823.0,0.0,0.0,14693.0,0.0,0.0,0.0,0.0,24.0,0.0,1.544,0.719,-3.322,0.708,1
387,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-1.374,0.704,-180,5,3.923,5,single_pore,0.0,34245.0,223.53,1.91,29.3,83.86,1,1.0,0.958,3.788,-1.04,True,-10,13.189,-20,22.819,-30,32.345,0.0,0.0,11382.0,885.0,17861.0,4117.0,7915.0,1910.0,0.0,0.0,0.0,0.0,0.0,0.0,3.336,0.697,-1.689,0.695,1
388,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-2.101,0.659,-180,5,3.923,5,single_pore,0.0,24334.0,227.34,1.57,33.7,93.96,1,3.0,0.986,3.055,-1.55,True,-10,12.848,-20,22.786,-30,32.569,0.0,0.0,9255.0,949.0,4830.0,9300.0,6798.0,12510.0,0.0,0.0,0.0,0.0,0.0,0.0,2.758,0.656,-2.532,0.653,1
388,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-4.149,3.343,-180,5,3.923,5,single_pore,0.0,21152.0,177.33,3.63,33.1,60.87,1,4.0,0.872,-0.381,28.64,True,-10,9.024,-20,16.317,-30,26.474,0.0,0.0,5433.0,1248.0,11862.0,2609.0,0.0,19495.0,0.0,0.0,0.0,0.0,71.0,0.0,1.104,0.711,-3.532,0.861,1
388,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-1.377,0.738,-180,5,3.923,5,single_pore,0.0,19929.0,229.37,1.6,0.0,0.0,1,1.0,0.983,3.706,-1.09,True,-10,13.454,-20,23.338,-30,33.113,0.0,0.0,7862.0,333.0,11734.0,0.0,0.0,27010.0,0.0,0.0,0.0,0.0,0.0,0.0,3.397,0.688,-1.823,0.68,1
388,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-1.901,0.644,-180,5,3.923,5,single_pore,0.0,31348.0,226.81,1.58,36.3,88.59,1,2.0,0.991,3.371,-2.31,True,-10,13.21,-20,23.233,-30,33.025,0.0,0.0,15716.0,220.0,8816.0,6596.0,0.0,10617.0,0.0,0.0,0.0,0.0,15.0,0.0,3.029,0.625,-2.298,0.623,1
389,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.521,0.724,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.057,-6.028,0.4,False,-10,0.233,-20,0.782,-30,1.371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27893.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.281,0.697,-0.512,0.697,1
389,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.883,2.431,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.039,-5.583,-0.11,False,-10,0.172,-20,0.571,-30,0.959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30065.0,4032.0,0.0,0.0,0.0,0.0,0.0,-0.187,0.68,-0.359,0.679,1
389,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.3,0.799,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.08,-1.226,-0.51,False,-10,0.697,-20,1.526,-30,2.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31866.0,4032.0,0.0,0.0,0.0,0.0,0.0,0.032,0.799,-0.321,0.778,1
389,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.307,0.677,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.056,-2.552,-0.45,False,-10,0.409,-20,0.99,-30,1.526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32660.0,1891.0,0.0,0.0,0.0,0.0,0.0,-0.085,0.663,-0.329,0.662,1
390,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.166,0.734,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.061,0.205,-0.22,False,-10,0.621,-20,1.244,-30,1.845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.713,-0.165,0.699,1
390,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,,,-180,5,3.923,5,saturated,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1
390,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.186,0.687,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.057,-0.994,0.14,False,-10,0.513,-20,1.073,-30,1.647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.685,-0.2,0.673,1
390,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.162,0.62,-180,5,3.923,5,zero,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.037,-0.821,-0.08,False,-10,0.342,-20,0.72,-30,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40320.0,0.0,0.0,0.0,0.0,0.0,0.015,0.621,-0.171,0.611,1
391,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.265,0.689,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.047,-2.766,0.21,False,-10,0.344,-20,0.804,-30,1.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23861.0,4032.0,0.0,0.0,0.0,0.0,0.0,-0.094,0.676,-0.274,0.676,1
391,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-1.013,2.716,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.052,-6.091,0.04,False,-10,0.202,-20,0.715,-30,1.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34097.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.239,0.808,-0.442,0.774,1
391,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.412,0.699,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.036,-10.3,-0.07,False,-10,-0.012,-20,0.353,-30,0.711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27827.0,8071.0,0.0,0.0,0.0,0.0,0.0,-0.318,0.62,-0.483,0.604,1
391,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-1.495,0.719,-180,5,3.923,5,single_pore,0.0,31833.0,224.07,1.74,0.0,0.0,1,1.0,0.51,4.896,4.12,False,-10,7.665,-20,12.554,-30,17.855,0.0,0.0,14650.0,1634.0,15549.0,0.0,0.0,8169.0,0.0,0.0,0.0,0.0,435.0,0.0,3.217,0.699,-1.858,0.696,1
392,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,0.062,0.791,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.059,3.105,0.31,False,-10,0.778,-20,1.352,-30,1.957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23533.0,4360.0,0.0,0.0,0.0,0.0,0.0,0.29,0.785,0.053,0.762,1
392,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.785,3.351,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,2.336,0.2,False,-10,0.624,-20,1.117,-30,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185,0.877,-0.055,0.859,1
392,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.007,0.877,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.059,4.304,-0.6,False,-10,0.838,-20,1.46,-30,2.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30061.0,4032.0,0.0,0.0,0.0,0.0,0.0,0.251,0.846,-0.021,0.85,1
392,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.005,0.769,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.063,2.354,-0.31,False,-10,0.779,-20,1.429,-30,2.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21720.0,4032.0,0.0,0.0,0.0,0.0,0.0,0.248,0.782,0.001,0.769,1
393,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.916,0.547,-180,5,3.923,5,zero,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.002,190.707,0.74,False,-10,-0.87,-20,-0.931,-30,-0.918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44352.0,0.0,0.0,0.0,0.0,0.0,-1.287,0.557,-1.117,0.55,1
393,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.667,0.627,-180,5,3.923,5,zero,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005,102.778,0.57,False,-10,-0.656,-20,-0.738,-30,-0.763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44352.0,0.0,0.0,0.0,0.0,0.0,-0.666,0.64,-0.657,0.627,1
393,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.949,0.536,-180,5,3.923,5,zero,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-311.939,-0.35,False,-10,-0.963,-20,-0.942,-30,-0.956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44352.0,0.0,0.0,0.0,0.0,0.0,-0.95,0.537,-0.935,0.53,1
393,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-1.003,0.528,-180,5,3.923,5,zero,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.002,-463.787,0.03,False,-10,-1.022,-20,-1.001,-30,-0.977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44352.0,0.0,0.0,0.0,0.0,0.0,-0.987,0.525,-0.968,0.526,1
394,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.194,0.952,-180,5,3.923,5,single_pore,0.0,22166.0,237.26,2.51,38.0,98.03,1,1.0,1.019,4.786,-1.44,True,-10,15.043,-20,25.305,-30,35.423,0.0,0.0,10011.0,851.0,9014.0,2290.0,0.0,20246.0,0.0,0.0,0.0,0.0,0.0,0.0,4.664,0.914,-0.698,0.904,1
394,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-1.319,4.482,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.072,-1.523,-0.17,False,-10,0.608,-20,1.337,-30,2.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34097.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.896,-0.341,0.843,1
394,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,,,-180,5,3.923,5,saturated,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1
394,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.676,0.808,-180,5,3.923,5,unavailable,0.0,402.0,214.98,1.57,0.0,0.0,0,0.0,1.006,4.489,-1.14,True,-10,14.562,-20,24.682,-30,34.688,0.0,0.0,33.0,369.0,0.0,0.0,0.0,34159.0,0.0,0.0,0.0,0.0,131.0,0.0,4.177,0.782,-1.138,0.765,1
395,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,,,-180,5,3.923,5,saturated,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0,False,-10,0.0,-20,0.0,-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1
395,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-2.43,2.986,-180,5,3.923,5,single_pore,0.0,29690.0,224.8,2.13,0.0,0.0,1,2.0,0.973,3.332,-0.82,True,-10,12.953,-20,22.72,-30,32.405,0.0,0.0,12655.0,2133.0,14902.0,0.0,0.0,14211.0,0.0,0.0,0.0,0.0,0.0,0.0,3.003,0.847,-2.256,0.812,1
395,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-1.069,0.805,-180,5,3.923,5,single_pore,0.0,28896.0,228.17,1.65,30.5,94.48,1,1.0,0.979,3.93,-1.49,True,-10,13.618,-20,23.486,-30,33.205,0.0,0.0,6751.0,480.0,17775.0,3890.0,0.0,14931.0,0.0,0.0,0.0,0.0,129.0,0.0,3.62,0.796,-1.543,0.782,1
395,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-1.421,0.754,-180,5,3.923,5,single_pore,0.0,30808.0,221.71,1.64,34.1,89.19,1,3.0,1.003,3.178,2.97,True,-10,13.269,-20,23.151,-30,33.33,0.0,0.0,13037.0,426.0,8329.0,9016.0,0.0,12755.0,0.0,0.0,0.0,0.0,0.0,0.0,3.261,0.742,-1.848,0.743,1
396,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-2.108,0.745,-180,5,3.923,5,single_pore,0.0,14886.0,230.59,1.76,0.0,0.0,1,1.0,0.191,0.779,11.61,False,-10,2.372,-20,3.699,-30,6.187,0.0,0.0,4672.0,643.0,9571.0,0.0,5128.0,17596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.75,-0.33,0.756,1
396,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.484,0.54,-180,5,3.923,5,zero,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.001,-355.667,-0.16,False,-10,-0.448,-20,-0.429,-30,-0.426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44352.0,0.0,0.0,0.0,0.0,0.0,-0.454,0.536,-0.461,0.546,1
396,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.664,0.774,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.07,-7.492,-0.55,False,-10,0.168,-20,0.9,-30,1.577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30061.0,4032.0,0.0,0.0,0.0,0.0,0.0,-0.401,0.737,-0.68,0.738,1
396,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.468,0.505,-180,5,3.923,5,zero,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.002,-193.797,-0.06,False,-10,-0.426,-20,-0.4,-30,-0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44352.0,0.0,0.0,0.0,0.0,0.0,-0.441,0.515,-0.447,0.515,1
397,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.29,0.715,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.051,-2.723,-0.3,False,-10,0.37,-20,0.9,-30,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19500.0,8393.0,0.0,0.0,0.0,0.0,0.0,-0.087,0.71,-0.304,0.698,1
397,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-1.1,3.441,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.061,-4.004,-0.19,False,-10,0.36,-20,0.975,-30,1.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34097.0,4081.0,0.0,0.0,0.0,0.0,0.0,-0.092,0.833,-0.348,0.832,1
397,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.588,0.521,-180,5,3.923,5,zero,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.002,-326.037,-0.14,False,-10,-0.569,-20,-0.545,-30,-0.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44352.0,0.0,0.0,0.0,0.0,0.0,-0.577,0.522,-0.595,0.516,1
397,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.638,0.653,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.043,-11.728,0.11,False,-10,-0.072,-20,0.35,-30,0.783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30524.0,4032.0,0.0,0.0,0.0,0.0,0.0,-0.459,0.642,-0.64,0.634,1
398,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,,,-180,5,3.923,5,saturated,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.096,-1.796,-4.63,False,-10,0.747,-20,1.942,-30,2.674,0.0,0.0,0.0,280.0,0.0,0.0,0.0,9932.0,0.0,928.0,0.0,0.0,690.0,0.0,-0.166,0.746,-0.496,0.739,1
398,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.741,1.057,-180,5,3.923,5,zero,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.009,-59.935,-0.08,False,-10,-0.441,-20,-0.349,-30,-0.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44352.0,0.0,0.0,0.0,0.0,0.0,-0.517,0.592,-0.554,0.589,1
398,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.34,0.659,-180,5,3.923,5,zero,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.036,-6.4,-0.02,False,-10,0.13,-20,0.493,-30,0.854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8064.0,34056.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.645,-0.335,0.664,1
398,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.363,0.732,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.044,-6.722,-0.19,False,-10,0.141,-20,0.59,-30,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28660.0,5891.0,0.0,0.0,0.0,0.0,0.0,-0.235,0.68,-0.406,0.675,1
399,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.209,0.79,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.069,-1.077,0.17,False,-10,0.619,-20,1.301,-30,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.785,-0.226,0.767,1
399,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.887,2.692,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.044,-5.019,-0.36,False,-10,0.216,-20,0.679,-30,1.106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34097.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.159,0.79,-0.335,0.797,1
399,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,0.227,0.723,-180,5,3.923,5,single_pore,0.0,25586.0,225.6,1.91,0.0,0.0,1,1.0,0.779,9.076,-10.48,True,-10,14.712,-20,23.022,-30,30.284,0.0,0.0,11561.0,1266.0,12759.0,0.0,8093.0,9573.0,0.0,0.0,0.0,0.0,0.0,0.0,5.007,0.707,-0.077,0.714,1
399,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.213,0.72,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.06,-1.402,0.19,False,-10,0.517,-20,1.105,-30,1.712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21720.0,4032.0,0.0,0.0,0.0,0.0,0.0,0.003,0.715,-0.227,0.7,1
400,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.159,0.752,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.051,-0.11,-0.45,False,-10,0.502,-20,1.039,-30,1.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.759,-0.16,0.738,1
400,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.861,3.067,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.053,-1.004,0.0,False,-10,0.475,-20,1.003,-30,1.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.83,-0.207,0.809,1
400,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.089,0.801,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.059,0.848,-0.32,False,-10,0.635,-20,1.241,-30,1.815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149,0.79,-0.083,0.786,1
400,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.159,0.815,-180,5,3.923,5,zero,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.048,0.343,-0.19,False,-10,0.496,-20,0.988,-30,1.461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40320.0,0.0,0.0,0.0,0.0,0.0,0.078,0.821,-0.148,0.815,1
401,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.912,0.554,-180,5,3.923,5,zero,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.003,232.165,0.43,False,-10,-0.879,-20,-0.932,-30,-0.942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44352.0,0.0,0.0,0.0,0.0,0.0,-1.18,0.552,-1.083,0.544,1
401,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-1.317,0.614,-180,5,3.923,5,zero,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.002,279.841,0.76,False,-10,-1.281,-20,-1.341,-30,-1.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44800.0,0.0,0.0,0.0,0.0,0.0,-1.27,0.619,-1.305,0.626,1
401,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.8,0.545,-180,5,3.923,5,zero,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.001,-223.819,-0.62,False,-10,-0.811,-20,-0.768,-30,-0.787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44352.0,0.0,0.0,0.0,0.0,0.0,-0.79,0.551,-0.784,0.539,1
401,4,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-1.246,0.527,-180,5,3.923,5,zero,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.001,-1019.03,0.21,False,-10,-1.219,-20,-1.224,-30,-1.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44352.0,0.0,0.0,0.0,0.0,0.0,-1.208,0.523,-1.216,0.528,1
402,1,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,,,-180,5,3.923,5,saturated,0.0,0.0,241.22,3.73,0.0,0.0,0,0.0,1.033,4.613,-1.67,True,-10,15.063,-20,25.473,-30,35.716,0.0,0.0,2720.0,905.0,2778.0,0.0,0.0,6945.0,0.0,3888.0,0.0,0.0,362.0,0.0,4.651,1.014,-0.753,1.016,1
402,2,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-2.009,6.721,-180,5,3.923,5,unavailable,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.106,-2.796,0.15,False,-10,0.768,-20,1.823,-30,2.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30475.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.174,1.062,-0.593,1.012,1
402,3,FAR80121,Publicationsummer2022_9Qiagen_3MN,2,0.0,0.0,0.0,0.0,-0.264,0.908,-180,5,3.923,5,single_pore,0.0,16858.0,236.86,3.07,0.0,0.0,1,2.0,1.01,4.611,-0.48,True,-10,14.745,-20,24.866,-30,34.939,0.0,0.0,5829.0,169.0,10860.0,0.0,9434.0,16916.0,0.0,12.0,0.0,0.0,17.0,0.0,4.458,0.876,-0.825,0.86,1
